timestamp,rls_balance,rls_active_balance,btc_balance,btc_active_balance,eth_balance,eth_active_balance,ltc_balance,ltc_active_balance,usdt_balance,usdt_active_balance,xrp_balance,xrp_active_balance,bch_balance,bch_active_balance,bnb_balance,bnb_active_balance,eos_balance,eos_active_balance,xlm_balance,xlm_active_balance,etc_balance,etc_active_balance,trx_balance,trx_active_balance,pmn_balance,pmn_active_balance,doge_balance,doge_active_balance,uni_balance,uni_active_balance,dai_balance,dai_active_balance,link_balance,link_active_balance,dot_balance,dot_active_balance,aave_balance,aave_active_balance,ada_balance,ada_active_balance,shib_balance,shib_active_balance,sol_balance,sol_active_balance
2025-01-03T23:41:49.459354,6753.630875,6753.630875,0,0,0,0,0,0,21.9270004599,21.9270004599,0.03785,0.03785,0,0,0,0,0,0,0,0,0.00962,0.00962,0,0,0,0,0.961,0.961,0,0,0,0,0,0,0,0,0,0,0.0023,0.0023,0,0,0.0008625,0.0008625
2025-01-03T23:42:12.108176,6753.630875,6753.630875,0,0,0,0,0,0,21.9270004599,21.9270004599,0.03785,0.03785,0,0,0,0,0,0,0,0,0.00962,0.00962,0,0,0,0,0.961,0.961,0,0,0,0,0,0,0,0,0,0,0.0023,0.0023,0,0,0.0008625,0.0008625
2025-01-03T23:44:01.431753,6753.630875,6753.630875,0,0,0,0,0,0,21.9270004599,21.9270004599,0.03785,0.03785,0,0,0,0,0,0,0,0,0.00962,0.00962,0,0,0,0,0.961,0.961,0,0,0,0,0,0,0,0,0,0,0.0023,0.0023,0,0,0.0008625,0.0008625
2025-01-03T23:46:51.912645,6753.630875,6753.630875,0,0,0,0,0,0,21.9270004599,21.9270004599,0.03785,0.03785,0,0,0,0,0,0,0,0,0.00962,0.00962,0,0,0,0,0.961,0.961,0,0,0,0,0,0,0,0,0,0,0.0023,0.0023,0,0,0.0008625,0.0008625
2025-01-03T23:47:43.325693,6753.630875,6753.630875,0,0,0,0,0,0,21.9270004599,21.9270004599,0.03785,0.03785,0,0,0,0,0,0,0,0,0.00962,0.00962,0,0,0,0,0.961,0.961,0,0,0,0,0,0,0,0,0,0,0.0023,0.0023,0,0,0.0008625,0.0008625
2025-01-03T23:49:50.059540,6753.630875,6753.630875,0,0,0,0,0,0,21.9270004599,21.9270004599,0.03785,0.03785,0,0,0,0,0,0,0,0,0.00962,0.00962,0,0,0,0,0.961,0.961,0,0,0,0,0,0,0,0,0,0,0.0023,0.0023,0,0,0.0008625,0.0008625
2025-01-03T23:53:18.097390,6753.630875,6753.630875,0,0,0,0,0,0,21.9270004599,21.9270004599,0.03785,0.03785,0,0,0,0,0,0,0,0,0.00962,0.00962,0,0,0,0,0.961,0.961,0,0,0,0,0,0,0,0,0,0,0.0023,0.0023,0,0,0.0008625,0.0008625
2025-01-03T23:56:42.153223,6753.630875,6753.630875,0,0,0,0,0,0,21.9270004599,21.9270004599,0.03785,0.03785,0,0,0,0,0,0,0,0,0.00962,0.00962,0,0,0,0,0.961,0.961,0,0,0,0,0,0,0,0,0,0,0.0023,0.0023,0,0,0.0008625,0.0008625
2025-01-03T23:58:16.728619,6753.630875,6753.630875,0,0,0,0,0,0,21.9270004599,21.9270004599,0.03785,0.03785,0,0,0,0,0,0,0,0,0.00962,0.00962,0,0,0,0,0.961,0.961,0,0,0,0,0,0,0,0,0,0,0.0023,0.0023,0,0,0.0008625,0.0008625
2025-01-03T23:58:58.840798,6753.630875,6753.630875,0,0,0,0,0,0,21.9270004599,21.9270004599,0.03785,0.03785,0,0,0,0,0,0,0,0,0.00962,0.00962,0,0,0,0,0.961,0.961,0,0,0,0,0,0,0,0,0,0,0.0023,0.0023,0,0,0.0008625,0.0008625
2025-01-03T23:59:28.220543,6753.630875,6753.630875,0,0,0,0,0,0,21.9270004599,21.9270004599,0.03785,0.03785,0,0,0,0,0,0,0,0,0.00962,0.00962,0,0,0,0,0.961,0.961,0,0,0,0,0,0,0,0,0,0,0.0023,0.0023,0,0,0.0008625,0.0008625
2025-01-04T00:01:26.116220,6753.630875,6753.630875,0,0,0,0,0,0,21.9270004599,21.9270004599,0.03785,0.03785,0,0,0,0,0,0,0,0,0.00962,0.00962,0,0,0,0,0.961,0.961,0,0,0,0,0,0,0,0,0,0,0.0023,0.0023,0,0,0.0008625,0.0008625
2025-01-04T00:03:02.552454,6753.630875,6753.630875,0,0,0,0,0,0,21.9270004599,21.9270004599,0.03785,0.03785,0,0,0,0,0,0,0,0,0.00962,0.00962,0,0,0,0,0.961,0.961,0,0,0,0,0,0,0,0,0,0,0.0023,0.0023,0,0,0.0008625,0.0008625
2025-01-04T00:03:44.884479,6753.630875,6753.630875,0,0,0,0,0,0,21.9270004599,21.9270004599,0.03785,0.03785,0,0,0,0,0,0,0,0,0.00962,0.00962,0,0,0,0,0.961,0.961,0,0,0,0,0,0,0,0,0,0,0.0023,0.0023,0,0,0.0008625,0.0008625
2025-01-04T00:04:18.553102,6753.630875,6753.630875,0,0,0,0,0,0,21.9270004599,21.9270004599,0.03785,0.03785,0,0,0,0,0,0,0,0,0.00962,0.00962,0,0,0,0,0.961,0.961,0,0,0,0,0,0,0,0,0,0,0.0023,0.0023,0,0,0.0008625,0.0008625
2025-01-04T00:18:51.381321,6753.630875,6753.630875,0,0,0,0,0,0,21.9270004599,21.9270004599,0.03785,0.03785,0,0,0,0,0,0,0,0,0.00962,0.00962,0,0,0,0,0.961,0.961,0,0,0,0,0,0,0,0,0,0,0.0023,0.0023,0,0,0.0008625,0.0008625
2025-01-04T00:20:44.128439,6753.630875,6753.630875,0,0,0,0,0,0,21.9270004599,21.9270004599,0.03785,0.03785,0,0,0,0,0,0,0,0,0.00962,0.00962,0,0,0,0,0.961,0.961,0,0,0,0,0,0,0,0,0,0,0.0023,0.0023,0,0,0.0008625,0.0008625
2025-01-05T23:11:25.603953,6753.630875,6753.630875,0,0,0,0,0,0,21.9270004599,21.9270004599,0.03785,0.03785,0,0,0,0,0,0,0,0,0.00962,0.00962,0,0,0,0,0.961,0.961,0,0,0,0,0,0,0,0,0,0,0.0023,0.0023,0,0,0.0008625,0.0008625
2025-01-05T23:12:03.299013,6753.630875,6753.630875,0,0,0,0,0,0,21.9270004599,21.9270004599,0.03785,0.03785,0,0,0,0,0,0,0,0,0.00962,0.00962,0,0,0,0,0.961,0.961,0,0,0,0,0,0,0,0,0,0,0.0023,0.0023,0,0,0.0008625,0.0008625
2025-01-05T23:13:20.327090,6753.630875,6753.630875,0,0,0,0,0,0,21.9270004599,21.9270004599,0.03785,0.03785,0,0,0,0,0,0,0,0,0.00962,0.00962,0,0,0,0,0.961,0.961,0,0,0,0,0,0,0,0,0,0,0.0023,0.0023,0,0,0.0008625,0.0008625
2025-01-05T23:14:25.291053,6753.630875,6753.630875,0,0,0,0,0,0,21.9270004599,21.9270004599,0.03785,0.03785,0,0,0,0,0,0,0,0,0.00962,0.00962,0,0,0,0,0.961,0.961,0,0,0,0,0,0,0,0,0,0,0.0023,0.0023,0,0,0.0008625,0.0008625
2025-01-05T23:16:47.940212,6753.630875,6753.630875,0,0,0,0,0,0,21.9270004599,21.9270004599,0.03785,0.03785,0,0,0,0,0,0,0,0,0.00962,0.00962,0,0,0,0,0.961,0.961,0,0,0,0,0,0,0,0,0,0,0.0023,0.0023,0,0,0.0008625,0.0008625
2025-01-05T23:18:48.727614,6753.630875,6753.630875,0,0,0,0,0,0,21.9270004599,21.9270004599,0.03785,0.03785,0,0,0,0,0,0,0,0,0.00962,0.00962,0,0,0,0,0.961,0.961,0,0,0,0,0,0,0,0,0,0,0.0023,0.0023,0,0,0.0008625,0.0008625
2025-01-05T23:21:22.021341,6753.630875,6753.630875,0,0,0,0,0,0,21.9270004599,21.9270004599,0.03785,0.03785,0,0,0,0,0,0,0,0,0.00962,0.00962,0,0,0,0,0.961,0.961,0,0,0,0,0,0,0,0,0,0,0.0023,0.0023,0,0,0.0008625,0.0008625
2025-01-08T22:41:41.188373,6753.630875,6753.630875,0,0,0,0,0,0,21.9270004599,21.9270004599,0.03785,0.03785,0,0,0,0,0,0,0,0,0.00962,0.00962,0,0,0,0,0.961,0.961,0,0,0,0,0,0,0,0,0,0,0.0023,0.0023,0,0,0.0008625,0.0008625
2025-01-08T22:43:24.871690,6753.630875,6753.630875,0,0,0,0,0,0,21.9270004599,21.9270004599,0.03785,0.03785,0,0,0,0,0,0,0,0,0.00962,0.00962,0,0,0,0,0.961,0.961,0,0,0,0,0,0,0,0,0,0,0.0023,0.0023,0,0,0.0008625,0.0008625
2025-01-08T22:45:08.395566,6753.630875,6753.630875,0,0,0,0,0,0,21.9270004599,21.9270004599,0.03785,0.03785,0,0,0,0,0,0,0,0,0.00962,0.00962,0,0,0,0,0.961,0.961,0,0,0,0,0,0,0,0,0,0,0.0023,0.0023,0,0,0.0008625,0.0008625
2025-01-08T23:20:11.275287,6753.630875,6753.630875,0,0,0,0,0,0,21.9270004599,21.9270004599,0.03785,0.03785,0,0,0,0,0,0,0,0,0.00962,0.00962,0,0,0,0,0.961,0.961,0,0,0,0,0,0,0,0,0,0,0.0023,0.0023,0,0,0.0008625,0.0008625
2025-01-10T11:49:00.349519,6753.630875,6753.630875,0,0,0,0,0,0,21.9270004599,21.9270004599,0.03785,0.03785,0,0,0,0,0,0,0,0,0.00962,0.00962,0,0,0,0,0.961,0.961,0,0,0,0,0,0,0,0,0,0,0.0023,0.0023,0,0,0.0008625,0.0008625
2025-01-10T11:50:01.126540,6753.630875,6753.630875,0,0,0,0,0,0,21.9270004599,21.9270004599,0.03785,0.03785,0,0,0,0,0,0,0,0,0.00962,0.00962,0,0,0,0,0.961,0.961,0,0,0,0,0,0,0,0,0,0,0.0023,0.0023,0,0,0.0008625,0.0008625
2025-01-10T12:03:43.956769,6753.630875,6753.630875,0,0,0,0,0,0,21.9270004599,21.9270004599,0.03785,0.03785,0,0,0,0,0,0,0,0,0.00962,0.00962,0,0,0,0,0.961,0.961,0,0,0,0,0,0,0,0,0,0,0.0023,0.0023,0,0,0.0008625,0.0008625
2025-01-10T12:06:46.797467,6753.630875,6753.630875,0,0,0,0,0,0,21.9270004599,21.9270004599,0.03785,0.03785,0,0,0,0,0,0,0,0,0.00962,0.00962,0,0,0,0,0.961,0.961,0,0,0,0,0,0,0,0,0,0,0.0023,0.0023,0,0,0.0008625,0.0008625
2025-01-10T20:08:44.379778,6753.630875,6753.630875,0,0,0,0,0,0,21.9270004599,21.9270004599,0.03785,0.03785,0,0,0,0,0,0,0,0,0.00962,0.00962,0,0,0,0,0.961,0.961,0,0,0,0,0,0,0,0,0,0,0.0023,0.0023,0,0,0.0008625,0.0008625
2025-01-10T20:09:22.341213,6753.630875,6753.630875,0,0,0,0,0,0,21.9270004599,21.9270004599,0.03785,0.03785,0,0,0,0,0,0,0,0,0.00962,0.00962,0,0,0,0,0.961,0.961,0,0,0,0,0,0,0,0,0,0,0.0023,0.0023,0,0,0.0008625,0.0008625
